,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
413,11.0,Keuka Spring,White,90,17.0,"A bright nose of apple and pear aromas melds with an edging of tangerine and grapefruit in this off-dry wine. The palate is delicate and soft, displaying a plump orchard-fruit flavor backed by orange acidity. A peach-fuzz texture lingers on the finish.",Keuka Spring 2017 Riesling (Finger Lakes),Keuka Spring,2017.0,Riesling,
414,13.5,"Sonoma County-Monterey County, California Other, California, US",Red,90,24.0,"A blend of two worlds (62% of the fruit from Sonoma County and 38% from Monterey), this is an approachable red wine, with a juicy entry of savory forest floor, black tea and black cherry. It finishes in a tartness of acidity akin to rhubarb.",La Follette 2016 Los Primeros Pinot Noir (Sonoma County-Monterey County),La Follette,2016.0,Pinot Noir,California
415,12.0,"Santa Ynez Valley, Central Coast, California, US",White,90,28.0,"Wet stone, crushed rocks and a touch of funky grass aromas show on the nose of this bottling, the first for young vintner Gina Hildebrand. The palate is all about minerality, reminiscent of wet sidewalks on a rainy day, along with touches of lime skin, grapefruit pith and ash.",Lady of the Sunshine 2017 Coquelicot Vineyard Sauvignon Blanc (Santa Ynez Valley),Lady of the Sunshine,2017.0,Sauvignon Blanc,California
416,13.1,"Willamette Valley, Willamette Valley, Oregon, US",White,90,18.0,"Some tasters may prefer the Classique to the Reserve, because it's a bit fruitier and more open at first taste. Both are leesy and textural, this one with mineral-drenched flavors of melon and apple. It was fermented and aged in neutral puncheons and stainless steel.",Lange 2017 Classique Pinot Gris (Willamette Valley),Lange,2017.0,Pinot Gris,Oregon
417,12.0,"Hudson River Region, New York Other, New York, US",White,90,20.0,"Spiced apple and pear aromas mix with lemon and ginger on the nose. The palate is dry in style, with a juicy orchard-fruit flavor that's peppered with white blossoms and lemongrass. A honed bed of acidity frames it all, with spiced apricot marking the close.",Millbrook 2017 Proprietor's Special Reserve Dry Riesling (Hudson River Region),Millbrook,2017.0,Riesling,New York
418,12.9,"Mendocino, Mendocino County, California, US",White,90,28.0,"This unoaked wine is positively charged with crisp apple and grapefruit flavors, has tangy acidity and medium body. Refreshment is in the forefront from the apple-skin aromas to citrus flavors to a mouthwatering finish.",Portalupi 2017 Graziano Vineyard Arneis (Mendocino),Portalupi,2017.0,Graziano Vineyard Arneis,California
419,13.1,"Sonoma Coast, Sonoma, California, US",Red,90,68.0,"This has a carbonic freshness and high-strung acidity. The fruit is nuanced, fresh and powerful in strawberry and orange.",Red Car 2015 Zephyr Farms Vineyard Pinot Noir (Sonoma Coast),Red Car,2015.0,Pinot Noir,California
420,14.6,Santa Barbara Winery,Red,90,19.0,"From portions of the Burning Creek and Lafond Vineyards, this fruit-forward wine is a solid deal, starting with strong aromas of black cherry, licorice and nutmeg. It's a full-flavored Pinot Noir that currently shows a rather tense structure, carrying flavors of black raspberry, boysenberry and black pepper.",Santa Barbara Winery 2016 Pinot Noir (Santa Barbara County),Santa Barbara Winery,2016.0,Pinot Noir,
421,14.5,"Rutherford, Napa, California, US",Red,90,50.0,"Sanguine notes of red currant and plum meet a light dusting of baking spice and clove in this well-made, well-integrated wine. It shows a heartiness of full-bodied richness and toasted oak.",St. Supéry 2014 Estate Vineyard Merlot (Rutherford),St. Supéry,2014.0,Merlot,California
422,14.7,Stephanie,Red,90,55.0,"Toasty black-cherry jam meets smoky oak in this robust, rich varietal wine, blended with a small amount of Cabernet Sauvignon and Merlot. Abundantly ripe, it finishes soft and round.",Stephanie 2014 Malbec (Napa Valley),Stephanie,2014.0,Malbec,
423,12.5,"Finger Lakes, Finger Lakes, New York, US",White,90,15.0,"Aromas of fuzzy peach and powdered slate start off this bright, sunny semidry Riesling. The palate brings ripe red apple and dusty minerals to the fore, enlivened by a flowing river of acidity. Ending on a talc-dusted green apple tone, this is a well-balanced, well-priced offering.",Wagner 2017 Semi-Dry Riesling (Finger Lakes),Wagner,2017.0,Riesling,New York
424,15.5,"Temecula Valley, South Coast, California, US",Red,90,40.0,"Concentrated red-cherry aromas meet with caramel, baking spice and vanilla brioche on the nose of this bottling. Ripe red-fruit flavors are lifted by red licorice and more caramel on the palate, which rides through chunky tannins and finishes on vanilla.",Wilson Creek 2015 Winemaker's Reserve Zinfandel (Temecula Valley),Wilson Creek,2015.0,Zinfandel,California
425,16.2,"Livermore Valley, Central Coast, California, US",Red,90,34.0,This full-bodied elevated-alcohol wine offers an enticing salt and pepper aroma followed by meaty wood-smoke accents that complement the underlying blackberry flavors. It matches the grapey fruitiness of the wine with oak accents and a just-firm enough texture.,Wood Family Vineyards 2016 Big Wood Zinfandel (Livermore Valley),Wood Family Vineyards,2016.0,Zinfandel,California
426,14.5,"Santa Ynez Valley, Central Coast, California, US",Red,90,38.0,"This kitchen sink blend of Cabernet Sauvignon, Syrah and more offers aromas of boysenberry, alpine strawberry and peppercorn on the fresh nose. The earthy palate combines violet and black cherry with a pinch of pepper.",Zaca Mesa 2016 Toyon Red (Santa Ynez Valley),Zaca Mesa,2016.0,Red Blend,California
427,15.0,Altvs,Red,90,75.0,"This is a grippy, dense and powerful red, blended with 5% Petit Verdot. Approachable in its youth, it shows strong flavors of red currant, cherry and coconut, with a lushness that lingers on the finish.",Altvs 2015 Cabernet Sauvignon (Coombsville),Altvs,2015.0,Cabernet Sauvignon,
428,14.2,"Sonoma Mountain, Sonoma, California, US",White,90,36.0,"Aromatically, vanilla oak supports a medium-bodied ripeness of baked pineapple and lemon curd—viscous richness that works in the context of its balanced acidity.",Belden Barns 2016 Estate Grown Chardonnay (Sonoma Mountain),Belden Barns,2016.0,Chardonnay,California
429,13.5,"Monterey County, Central Coast, California, US",Red,90,55.0,"Intense waves of black currant, elderberry, lavender and tar show on the nose of this bottling from a vineyard high above the eastern flanks of the Salinas Valley. The palate is framed by solid tannins and acid, offering very ripe black-currant flavors that are ready to drink now.",Big Basin 2015 Coastview Vineyard Terraces Syrah (Monterey County),Big Basin,2015.0,Syrah,California
430,14.5,"Fiddletown, Sierra Foothills, California, US",White,90,24.0,A dance between tangy acidity and a creamy texture plays out wonderfully in this medium- to full-bodied wine. It offers fresh citrus aromas and generous apple and honeydew melon flavors while the mouthfeel is broad and smooth.,Binz 2017 White Grenache (Fiddletown),Binz,2017.0,Grenache,California
431,13.0,"Willamette Valley, Willamette Valley, Oregon, US",White,90,18.0,"A perfectly composed blend of 30% Riesling, 20% Pinot Blanc, 25% Muscat, 10% Gewürztraminer and 15% Pinot Gris, this nicely integrates the various aromatic, spicy and fruity components from the different grapes. Tart apple, orange, lemon and grapefruit flavors come in equal proportion, with a refreshing minerality underscoring the fruit.",Brooks 2017 Amycas White (Willamette Valley),Brooks,2017.0,White Blend,Oregon
432,15.0,"Oak Knoll District, Napa, California, US",Red,90,50.0,"This wine opens in cedar and dried herb earthiness and swiftly expands into a world of broad, exuberant red cherry and cassis. It balances its full-bodied power with grace and dusty oak, the tannins relatively tamed.",Christophe 2015 Explorer's Series Cabernet Sauvignon (Oak Knoll District),Christophe,2015.0,Cabernet Sauvignon,California
433,14.5,"Livermore Valley, Central Coast, California, US",White,90,26.0,"This blend of Sauvignon Blanc and Sémillon is a savory feast of mineral, herb and consommé flavors on a firm structure of good acidity and medium to full body. It's hearty, mouthfilling, a bit boisterous and quite satisfying to sip.",Concannon 2017 Reserve Assemblage Blanc White (Livermore Valley),Concannon,2017.0,White Blend,California
434,14.0,"Clarksburg, Central Valley, California, US",Red,90,20.0,"Oak spiciness lights up the bouquet and flavors of this full-bodied firmly tannic wine. It's not as heavy in alcohol as some, but is very rich in flavors of black plums and blackberries, black pepper and light oak char, and has a good, grippy texture.",Criss Cross 2016 Estate Grown Petite Sirah (Clarksburg),Criss Cross,2016.0,Petite Sirah,California
435,14.5,"Russian River Valley, Sonoma, California, US",White,90,27.0,"Fresh, focused and herbal, this robustly ripe white has strong flavors of apricot, green apple and pineapple. The fruit is sourced from the family's Shop Block Vineyard, planted to the Mosque clone, as well as from the Mrs. George Vineyard near its Home Ranch. It develops fleshy elements of tropical splendor as it opens in the glass.",Dutton Estate 2017 Kylie's Cuvée Dutton Ranch Sauvignon Blanc (Russian River Valley),Dutton Estate,2017.0,Sauvignon Blanc,California
436,13.9,"Edna Valley, Central Coast, California, US",White,90,30.0,"Aromas of candied lemon rind, lime leaf, Granny Smith apple and crushed granite show on the nose of this bottling by the Gallo family. The palate is smooth in feel, with flavors of apple skin, grapefruit and squeezed lime.",Edna Valley Vineyard 2017 Winemaker Series Sauvignon Blanc (Edna Valley),Edna Valley Vineyard,2017.0,Sauvignon Blanc,California
437,14.2,Experience,Red,90,28.0,This might be the best value in the appellation: a beautifully structured wine that's brimming in blackberry and plum flavors with a medium-bodied elegant approach. Soft velvety texture gives it additional appeal as it finishes in baking spice and clove.,Experience 2015 Cabernet Sauvignon (Napa Valley),Experience,2015.0,Cabernet Sauvignon,
438,14.9,Faust,Red,90,60.0,"This is a tremendous value for the quality—a youthful tightly wound wine that's still thick and tannic, with a heavy thread of leather, gunpowder and oak. Savory and substantial, it has secondary seasonings of sage and cedar that contrast well against black currant and cherry.",Faust 2016 Cabernet Sauvignon (Napa Valley),Faust,2016.0,Cabernet Sauvignon,
439,14.0,"Rogue Valley, Southern Oregon, Oregon, US",White,90,15.0,"This wine offers a deft mix of rose petal, baby powder and lychee aromas. There's plenty of spice, and, as it's bone dry, it matches well with peppery noodle dishes.",Foris 2017 Dry Gewürztraminer (Rogue Valley),Foris,2017.0,Gewürztraminer,Oregon
440,13.3,Foris,White,90,15.0,"It would behoove this talented producer of Alsatian-style white wines to adopt the universal Riesling scale on the back label, in order to emphasize the crisp, food-friendly style here. Though not bone dry—there's a light hint of residual sugar—it's dry enough to work well with many foods. Lemon tea, orange rind and pink grapefruit flavors abound, backed by clean, cutting acidity.",Foris 2017 Riesling (Rogue Valley),Foris,2017.0,Riesling,
441,14.5,"Rutherford, Napa, California, US",Red,90,400.0,"This is a big bottle made to mark the winery's 25th anniversary. Integrated, rich and well-structured, it merits its purpose, offering dusty mineral notes around a softness of oak, clove, cedar and chocolate toffee.",Frank Family 2015 Owner's Red (Rutherford),Frank Family,2015.0,Red Blend,California
442,15.5,"Alexander Valley, Sonoma, California, US",Red,90,45.0,"This is a brawny and broad reserve-level wine that's grippy and dusty in tannins. Powerful red fruit matches the rich concentration, the acidity textured and well-integrated to offer complementary brightness in contrast to the big flavor.",Kokomo 2015 Ruth's Vineyard Winemaker's Reserve Cabernet Sauvignon (Alexander Valley),Kokomo,2015.0,Cabernet Sauvignon,California
443,13.6,Louis M. Martini,Red,90,20.0,"This wine is lighthearted and approachable yet structured, with earthy elements of turned earth and dried herb. The palate is grippy in tannin and dark in blackberry and chocolate flavors.",Louis M. Martini 2015 Cabernet Sauvignon (Sonoma County),Louis M. Martini,2015.0,Cabernet Sauvignon,
444,14.6,"Napa Valley, Napa, California, US",Red,90,100.0,"From a Conn Valley vineyard estate and 100% varietal, this wine is tightly wound and full bodied, reflective of the vintage and the warmer climes. It is intensely flavored and dense, grippy in leathery tannin and oak power, with a dusting of dried herb and graphite.",Neyers 2015 AME Cabernet Sauvignon (Napa Valley),Neyers,2015.0,Cabernet Sauvignon,California
445,14.5,"Mount Veeder, Napa, California, US",Red,90,80.0,"Juicy with just a slight touch of reduction, this wine is thick and well-integrated—a small-production offering that reflects well on the appellation. Plum, black cherry and hints of black licorice toy with the nose and palate, finishing in balance and grace.",Paratus 2014 Estate Cabernet Sauvignon (Mount Veeder),Paratus,2014.0,Cabernet Sauvignon,California
446,13.1,"Bennett Valley, Sonoma, California, US",White,90,38.0,"This is a well-made version of the rare variety—oily and floral with a gritty underbelly of texture. Apple, rose water and lemon provide an exotic framework of balanced acidity and crispness.",Red Car 2015 Vivio Vineyard Roussanne (Bennett Valley),Red Car,2015.0,Roussanne,California
