,Unnamed: 0,Unnamed: 0.1,Alcohol,Appellation,Bottlesize,Category,Points,Price,Review,Url,Variety,Wine,Winery,Unnamed: 0.1.1,Unnamed: 0.1.1.1
178,178,78.0,12.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,White,93,"$46,  Buy Now","Ripe aromas of Anjou pear and apple are leveled by clean lines of white rock minerality and wet river stones on the nose of this block-designated bottling. Tangy pear and lime flavors are fresh and zesty, with more wet rock touches in the background.",https://www.winemag.com/buying-guide/scar-of-the-sea-2016-mount-eden-clone-block-11-bien-nacido-vineyard-chardonnay-santa-maria-valley-305076/,Chardonnay,Scar of the Sea 2016 Mount Eden Clone Block 11 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Scar of the Sea,78.0,78.0
179,179,79.0,15.4%,"Contra Costa County, Central Coast, California, US",750 ml,Red,93,"$36,  Buy Now","An exciting focus helps this wine stand out. It is full bodied, dry and well-concentrated, offering fresh black-cherry and cedar aromas, deep fruit flavors accented by light smoky peppery spices and a nicely firm texture that is moderately tannic. The complexity is partly due to 15% Petite Sirah in the blend, and aging in 35% new American and French oak barrels.",https://www.winemag.com/buying-guide/three-2016-evangelho-zinfandel-contra-costa-county-305206/,Zinfandel,Three 2016 Evangelho Zinfandel (Contra Costa County),Three,79.0,79.0
180,180,80.0,14.1%,Ackerman,750 ml,Red,93,"$95,  Buy Now","Floral in a heady mix of cherry blossom and lavender, this light-styled red is sanguine in red currant and cassis. Firm tannins provide support without distraction, the oak equally integrated and subtle. Robust and ripe on the midpalate, the wine has a graceful finish.",https://www.winemag.com/buying-guide/ackerman-2015-cabernet-sauvignon-coombsville-306022/,Coombsville,Ackerman 2015 Cabernet Sauvignon (Coombsville),Ackerman,80.0,80.0
181,181,81.0,14.5%,Alpha Omega,750 ml,White,93,"$76,  Buy Now","This is intensely flavored in apricot and mango, the aromatics floral and beautiful in jasmine. Fleshy and broad, it lingers in oak and elements of wild vanilla and baking spice.",https://www.winemag.com/buying-guide/alpha-omega-2015-chardonnay-napa-valley-305662/,Napa Valley,Alpha Omega 2015 Chardonnay (Napa Valley),Alpha Omega,81.0,81.0
182,182,82.0,14.9%,"Adelaida District, Central Coast, California, US",750 ml,White,93,"$38,  Buy Now","Very few producers make a good domestic Marsanne, and Alta Colina is now near the top of that list. Elegant aromas of white-fleshed fruit and lime rinds meet with honey dust on the nose. The palate is very tense with chalky texture and a lemony edge giving nuance to the broad yellow-apple, chamomile and honey-butter flavors.",https://www.winemag.com/buying-guide/alta-colina-2016-claudia-cuvee-marsanne-adelaida-district-306310/,Marsanne,Alta Colina 2016 Claudia Cuvée Marsanne (Adelaida District),Alta Colina,82.0,82.0
183,183,83.0,13%,"Napa Valley, Napa, California, US",750 ml,Red,93,"$50,  Buy Now","Juicy, dusty and mineral-driven, this wine is balanced and fresh on the palate—a study in contrasts between savory and the succulence of plum, dark cherry and just a touch of vanilla. Lush and fleshy, it retains plenty of acidity throughout.",https://www.winemag.com/buying-guide/brick-mortar-2016-cougar-rock-vineyard-pinot-noir-napa-valley-305791/,Pinot Noir,Brick & Mortar 2016 Cougar Rock Vineyard Pinot Noir (Napa Valley),Brick & Mortar,83.0,83.0
184,184,84.0,14.2%,"Cienega Valley, Central Coast, California, US",750 ml,Red,93,"$72,  Buy Now","The history of this remote property is fascinating, and more will come to love its story thanks to excellent wines such as this. Aromas of black cherry, loamy soils and tarragon lead into a palate redolent with sagebrush, marjoram and minty forest floor flavors. Wild strawberry and red currant touches provide fruity depth.",https://www.winemag.com/buying-guide/eden-rift-2016-reserve-pinot-noir-cienega-valley-306370/,Pinot Noir,Eden Rift 2016 Reserve Pinot Noir (Cienega Valley),Eden Rift,84.0,84.0
185,185,85.0,13.7%,"Russian River Valley, Sonoma, California, US",750 ml,Red,93,"$60,  Buy Now","Brawny, juicy and lushly layered, this wine impresses in its full-bodied concentration of strawberry jam and biscuit flavors, with soft, approachable tannins. Black tea and a twist of clove give it an understated warmth and spicy persistence.",https://www.winemag.com/buying-guide/gary-farrell-2016-hallberg-vineyard-dijon-clones-pinot-noir-russian-river-valley/,Pinot Noir,Gary Farrell 2016 Hallberg Vineyard-Dijon Clones Pinot Noir (Russian River Valley),Gary Farrell,85.0,85.0
186,186,86.0,13.7%,"Paso Robles, Central Coast, California, US",750 ml,Red,93,"N/A,  Buy Now","Rose petals, crushed rocks, rounded red plum and nutmeg show strongly on the compelling nose of this bottling. It's very level on the palate, with tight tannins carrying bright fruit, rosewater and purple-flower flavors. With time, there will be smoother texture and more baking-spice flavors. Drink 2021–2035.",https://www.winemag.com/buying-guide/giornata-2015-luna-matta-vineyard-nebbiolo-paso-robles/,Nebbiolo,Giornata 2015 Luna Matta Vineyard Nebbiolo (Paso Robles),Giornata,86.0,86.0
187,187,87.0,13.9%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now","Candied boysenberry, white pepper and thyme-crusted roast aromas show on the nose of this bottling from a seminal vineyard in the Los Alamos area. Tightly woven on the palate, the wine is very expressive and floral, with flavors of violet, elderflower and black-plum skins.",https://www.winemag.com/buying-guide/jaffurs-2015-thompson-vineyard-syrah-santa-barbara-county-305458/,Syrah,Jaffurs 2015 Thompson Vineyard Syrah (Santa Barbara County),Jaffurs,87.0,87.0
188,188,88.0,14.4%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,93,"$60,  Buy Now","Lavish aromas of dried raspberry, black sage, hibiscus and boysenberry make for a generous entry to this bottling from a vineyard in the heart of the Sta. Rita Hills. The palate shows more herbal touches, including thyme, marjoram and tea leaves, giving depth to the boysenberry and white-pepper flavors.",https://www.winemag.com/buying-guide/ken-brown-2015-ritas-crown-vineyard-pinot-noir-sta-rita-hills-305465/,Pinot Noir,Ken Brown 2015 Rita's Crown Vineyard Pinot Noir (Sta. Rita Hills),Ken Brown,88.0,88.0
189,189,89.0,14.1%,"Sonoma Coast, Sonoma, California, US",750 ml,White,93,"$50,  Buy Now","Briny sea salt and lemon open this wine in a bright, acid-driven way—a statement that follows through in an integrated meaty substance. A lingering flavor of just-ripe white peach adds to the complexity and delicious succulence.",https://www.winemag.com/buying-guide/la-follette-2016-sun-chase-vineyard-chardonnay-sonoma-coast-306110/,Chardonnay,La Follette 2016 Sun Chase Vineyard Chardonnay (Sonoma Coast),La Follette,89.0,89.0
190,190,90.0,14.5%,"El Dorado, Sierra Foothills, California, US",750 ml,Red,93,"$30,  Buy Now","Both concentrated and luxurious, this wine is a classic that offers a broad range of enticing aromas, plenty of delicious fruit in the middle and a lingering finish. Clove, cedar and cassis fill the aromas, while ripe blueberry and black cherry flood the palate. A great balance of a velvety texture and soft tannins holds it all together.",https://www.winemag.com/buying-guide/lava-cap-2016-estate-bottled-cabernet-sauvignon-el-dorado/,Cabernet Sauvignon,Lava Cap 2016 Estate Bottled Cabernet Sauvignon (El Dorado),Lava Cap,90.0,90.0
191,191,91.0,13.2%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,93,"$46,  Buy Now","This is the winery's entry-level Pinot Noir, and it's a screaming deal. Aromas of black raspberry, hibiscus and purple flowers make for an elegant and pretty nose that's both high toned and approachable. Alpine strawberry and rose-petal flavors ride a crushed rock minerality and taut texture of fine tannins and bright acidity.",https://www.winemag.com/buying-guide/scar-of-the-sea-2016-seven-leagues-pinot-noir-santa-maria-valley-306359/,Pinot Noir,Scar of the Sea 2016 Seven Leagues Pinot Noir (Santa Maria Valley),Scar of the Sea,91.0,91.0
192,192,92.0,15.5%,"Atlas Peak, Napa, California, US",750 ml,Red,93,"$185,  Buy Now","From the wilds of the appellation and blended with 16% Merlot and 9% Cabernet Franc, this wine is dense, layered and soft—a robust expression of chocolate, caramel and juicy blackberry. The oak is well integrated and supportive of polished powerful tannins.",https://www.winemag.com/buying-guide/sill-family-2015-tres-estate-grown-cabernet-sauvignon-atlas-peak-305673/,Cabernet Sauvignon,Sill Family 2015 Très Estate Grown Cabernet Sauvignon (Atlas Peak),Sill Family,92.0,92.0
193,193,93.0,15.4%,"Contra Costa County, Central Coast, California, US",750 ml,Red,93,"$36,  Buy Now","This deep and concentrated wine seems to have a story to tell. Hints of rosemary and clove accent dark black-cherry and raspberry flavors that layer through the rich texture and seem to accelerate on the finish. It's an unusually expressive and complex Zinfandel that was aged in 37% new French and American barrels, and contains 14% Petite Sirah plus smaller amounts of Carignan and Alicante.",https://www.winemag.com/buying-guide/three-2016-bigelow-zinfandel-contra-costa-county/,Zinfandel,Three 2016 Bigelow Zinfandel (Contra Costa County),Three,93.0,93.0
194,194,94.0,14.8%,Zotovich,750 ml,Red,93,"$36,  Buy Now","Loads of white pepper and caraway spice up the backdrop of black-plum paste on the awesome nose of this bottling. There is tons of zippy acidity on the palate, where snappy boysenberry and white-pepper spices deliver immense energy.",https://www.winemag.com/buying-guide/zotovich-2016-syrah-sta-rita-hills-306381/,Sta. Rita Hills,Zotovich 2016 Syrah (Sta. Rita Hills),Zotovich,94.0,94.0
195,195,95.0,13.5%,Allan Hancock,750 ml,Red,93,"$18,  Buy Now","Allan Hancock College's vineyard is in the city of Santa Maria, and much closer to the coast than most of the Santa Maria Valley appellation. That gives this Syrah extreme cool-climate character, from tar, peppercorn, roasted lamb and black-currant paste on the nose to a tense palate loaded with cracked pepper, rosemary and game. Fresh acidity provides a juicy quality too.",https://www.winemag.com/buying-guide/allan-hancock-2016-syrah-santa-barbara-county-305442/,Santa Barbara County,Allan Hancock 2016 Syrah (Santa Barbara County),Allan Hancock,95.0,95.0
196,196,96.0,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red,93,"$36,  Buy Now","This dark and brooding wine has everything in spades. The color is reddish-black, the aromas are full of new leather, oak dust and black cherry, while the flavors are ripe, generous black cherry, blueberry and dark chocolate. The 40% new American barrels adds spicinesss. There is no lack of the grape variety's famous tannins, but they are fine grained and contribute to a velvety saturated mouthfeel.",https://www.winemag.com/buying-guide/amador-cellars-2015-estate-tempranillo-amador-county/,Tempranillo,Amador Cellars 2015 Estate Tempranillo (Amador County),Amador Cellars,96.0,96.0
197,197,97.0,13.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,White,93,"$35,  Buy Now","Rounded aromas of Meyer lemon cream and crushed hazelnuts are deliciously inviting on the nose of this bottling from the winery's historic vineyard series. White peach, walnut, smoke and tangy grapefruit converge on the dynamic palate.",https://www.winemag.com/buying-guide/au-bon-climat-2016-bien-nacido-vineyard-chardonnay-santa-maria-valley-305037/,Chardonnay,Au Bon Climat 2016 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Au Bon Climat,97.0,97.0
198,198,98.0,14.7%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red,93,"$48,  Buy Now","This full-bodied wine tastes alive and fresh, showing an abundance of fruit flavors, fine concentration and very good balance. Strawberry and raspberry notes are supported by deeper blackberry flavors, moderate tannins and good acidity for a grippy mouthfeel.",https://www.winemag.com/buying-guide/bella-2016-lily-hill-estate-zinfandel-dry-creek-valley/,Zinfandel,Bella 2016 Lily Hill Estate Zinfandel (Dry Creek Valley),Bella,98.0,98.0
199,199,99.0,14.5%,"Monterey County, Central Coast, California, US",750 ml,Red,93,"$44,  Buy Now","From the Antle and Brosseau vineyards in the Chalone AVA, this 53% Mourvèdre, 30% Grenache and 17% Syrah blend offers rich caramel, chocolate, black-cherry and bay leaf aromas on the nose. There's a great display of herbs across the palate, giving depth to the rich black-plum backdrop, framed by rounded acidity and tannic tension.",https://www.winemag.com/buying-guide/big-basin-2015-gabilan-mountains-g-s-m-monterey-county-306332/,G-S-M,Big Basin 2015 Gabilan Mountains G-S-M (Monterey County),Big Basin,99.0,99.0
200,200,100.0,14.7%,"Fiddletown, Sierra Foothills, California, US",750 ml,Red,93,"$28,  Buy Now","This immensely concentrated and densely layered wine is impressive for its deep dark color, intense blackberry and dark-chocolate aromas, saturated blueberry flavors and a thick wrapping of fine-grained tannins. Fans of big rich wines will love it now, with a roasted or grilled chunk of meat, and it will age well. Best after 2023.",https://www.winemag.com/buying-guide/binz-2015-oleta-vineyard-petite-sirah-fiddletown/,Petite Sirah,Binz 2015 Oleta Vineyard Petite Sirah (Fiddletown),Binz,100.0,100.0
201,201,101.0,14.5%,"Stags Leap District, Napa, California, US",750 ml,Red,93,"$110,  Buy Now","This wine is made from some of the smallest, densest berries on the property's northern end, a warm, intense place for grapes. Floral on the nose, it presents chalky tannin, ash and crushed rock-like minerality around a core of red and black cherry as well as plum. It offers substantial concentration and robust richness.",https://www.winemag.com/buying-guide/chimney-rock-2015-clone-4-estate-grown-cabernet-sauvignon-stags-leap-district-305779/,Cabernet Sauvignon,Chimney Rock 2015 Clone 4 Estate Grown Cabernet Sauvignon (Stags Leap District),Chimney Rock,101.0,101.0
202,202,102.0,14.6%,"Coombsville, Napa, California, US",750 ml,Red,93,"$90,  Buy Now","From the exciting appellation that is Coombsville, this wine starts with beautiful aromas of violet and clove before opening up on the palate to a generous array of blackberry, plum and black pepper. Full bodied, it shows elegance and a sense of balance that holds up through a lengthy finish.",https://www.winemag.com/buying-guide/faust-2015-the-pact-cabernet-sauvignon-coombsville/,Cabernet Sauvignon,Faust 2015 The Pact Cabernet Sauvignon (Coombsville),Faust,102.0,102.0
203,203,103.0,13.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red,93,"$80,  Buy Now","The historic vineyard shows well in this impressive wine, which opens in an earthy mix of black peppercorn and black tea. Soft and seductive on the palate, it lingers in citrus-laden acidity that lifts up flavors of cranberry, strawberry and nutmeg.",https://www.winemag.com/buying-guide/gary-farrell-2016-rochioli-vineyard-pinot-noir-russian-river-valley/,Pinot Noir,Gary Farrell 2016 Rochioli Vineyard Pinot Noir (Russian River Valley),Gary Farrell,103.0,103.0
204,204,104.0,13.3%,Jaffurs,750 ml,Red,93,"$36,  Buy Now","Black-raspberry, forest floor, wet tobacco and peppercorn aromas show on the layered and minty nose of this bottling. The fresh palate is taut and tart with bright red fruits that benefit from complex touches of thyme, bay leaf and green peppercorn.",https://www.winemag.com/buying-guide/jaffurs-2015-pinot-noir-santa-barbara-county-305459/,Santa Barbara County,Jaffurs 2015 Pinot Noir (Santa Barbara County),Jaffurs,104.0,104.0
